epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.949120010648455,6.94758,0.098,0.5
1,6.862144197736468,6.67267,0.7260000094604492,2.8660000064086915
2,6.758432626724243,6.235245,2.4060000006103515,7.79000000793457
3,6.59022855758667,5.71968375,5.324000036621094,14.974000053710938
4,6.390288966042655,5.161505,9.559999970703124,24.06800000732422
5,6.191993509020124,4.61118375,15.203999997558594,34.33800004638672
6,5.93863810811724,4.02059625,22.75800002685547,45.19399994628906
7,5.739998238427298,3.502533125,29.72400002319336,54.630000031738284
8,5.5293778691973,3.0821,36.9499999987793,62.65999991210938
9,5.182862758636475,2.7918725,42.444000041503905,68.35999993652344
10,5.155720744814191,2.5169634375,46.800000048828124,72.43000000976562
11,4.918254239218576,2.3485275,50.37200013916016,75.46400005371093
12,4.932929992675781,2.1857096875,53.25000006347656,77.90200017333984
13,4.708190441131592,2.069689375,55.221999931640624,79.64600004882813
14,4.694507598876953,1.96074125,57.45999997558594,80.91000001220704
15,4.671949318477085,1.8996378125,58.692000075683595,82.26000005859375
16,4.54720984186445,1.8131734375,59.98400012207031,83.24400005859376
17,4.458590064729963,1.8123903125,60.53799998535156,83.96999998291015
18,4.3758848905563354,1.7519709375,61.49800001953125,84.48200008544922
19,4.340606348855155,1.6863440625,62.391999909667966,85.24799992919922
20,4.472063779830933,1.68092125,62.82999993164062,85.42400000732422
21,4.378427471433367,1.679071875,63.790000107421875,86.00400018310548
22,4.375464507511684,1.648258125,63.99400006347656,86.01799992919922
23,4.337998969214303,1.62242875,64.24999989746094,86.27799989990234
24,4.298710312162127,1.59491171875,64.766,86.731999921875
25,4.22202069418771,1.5892434375,65.10400015625,86.99000014892579
26,4.316074218068804,1.56527109375,65.22599997558594,87.11799984375
27,4.191796098436628,1.53780734375,65.55000013183594,87.21200010009765
28,4.222038558551243,1.575911875,65.37400005859375,87.27199994873047
29,4.135323320116315,1.5107128125,66.06800002441406,87.29200002441407
30,4.22194378716605,1.545961875,66.02200002929688,87.62000001953125
31,4.185418827193124,1.51114390625,66.05799994873047,87.71000005126953
32,4.096941930907113,1.49620984375,65.96999989990235,87.7519999975586
33,4.215072478566851,1.4948609375,66.21000018554687,87.73399987060547
34,4.163071274757385,1.5585396875,66.666,87.91400005126953
35,4.114607776914324,1.5304534375,66.01000005371094,87.63400002685547
36,4.118212870189121,1.5224515625,66.20600007080078,87.93999994384765
37,4.204281193869455,1.5179465625,66.38400010253906,87.89600007080078
38,4.24107871736799,1.52187875,66.32999999755859,87.8100000732422
39,4.1643034390040805,1.515391875,66.61999997558594,87.92400002197266
40,4.070860539163862,1.56338328125,66.33000002685547,87.8499999975586
41,4.184106230735779,1.514239375,66.48600007568359,87.71399991943359
42,4.172222001211984,1.50769546875,66.104,87.7760001538086
43,4.3232389858790805,1.57834875,65.96399992675781,87.65399987060547
44,4.174148797988892,1.5443553125,65.89199994628906,87.63599997070312
45,4.1315469571522305,1.51145125,65.72400005615235,87.67199999511719
46,4.283388665744236,1.565783125,66.0200000805664,87.78800002197265
47,4.183656964983259,1.525795,65.64399995117188,87.71999999511719
48,4.234571712357657,1.50795125,65.86199995117188,87.81200017578125
49,4.198768717902047,1.5564540625,65.36000006591797,87.1520000830078
50,4.219038724899292,1.5349934375,65.90200008056641,87.5440000756836
51,4.127701095172337,1.515018125,65.67200011230469,87.53599997070313
52,4.239894764763968,1.53229078125,65.62400016601562,87.49200007324218
53,4.229601979255676,1.5197615625,65.15399995605469,87.35199997314453
54,4.19003392968859,1.51075296875,65.7220001538086,87.46800004638672
55,4.192435826574053,1.5914375,65.48400008544922,87.322000078125
56,4.1021279607500345,1.54005890625,65.38599997802734,87.42000010498047
57,4.20039519241878,1.5680734375,65.5919998828125,87.57800007568359
58,4.324156045913696,1.59799640625,64.72200002441406,87.17800012939453
59,4.239287546702793,1.5902246875,64.84800000732422,86.97599997558594
60,4.065577728407724,1.44326765625,68.30400000244141,89.15400017333984
61,4.120057480675833,1.386383125,68.40999994628906,89.24200007324218
62,4.0325968606131415,1.39331453125,68.53599994628907,89.37199999267578
63,4.132853150367737,1.42474296875,68.66400004394531,89.28800007080078
64,4.020219087600708,1.3872065625,68.5939999975586,89.42399996826173
65,4.013268879481724,1.39158640625,68.34799997070313,89.32800001953125
66,4.005090730530875,1.3511690625,68.99200005371094,89.52000014648438
67,3.9683394602366855,1.36299828125,69.29600005126953,89.69600004638671
68,4.024942125592913,1.340035625,69.46800006835937,89.66600001708984
69,3.9339629071099416,1.35916578125,69.40000004394531,89.7560000439453
70,3.9678512130464827,1.35286515625,69.51199994628907,89.79800007324219
71,4.023373927388873,1.360429375,69.92400012695313,90.07600001953125
72,3.969754219055176,1.33380875,69.88200002197266,90.17200012451171
73,3.9590375082833424,1.28158140625,70.1680000756836,90.32199991699218
epoch,train_loss,eval_loss,eval_top1,eval_top5
74,3.872572592326573,1.335075,70.19199993652344,90.28600004394531
75,3.909360408782959,1.312461875,70.52400001708985,90.5280001196289
76,3.8855138335909163,1.28012890625,70.78799993408204,90.43199994140625
77,3.919007114001683,1.31800015625,70.6560000390625,90.4380000732422
78,3.891653691019331,1.336391875,70.90000001708984,90.46399996337891
79,3.894351737839835,1.28790734375,71.00600001953126,90.64600007080078
80,3.823104841368539,1.262434375,71.15400001953125,90.76999993896484
81,3.910448908805847,1.25446109375,71.07600009521484,90.81999999267578
82,3.924909387316023,1.2769846875,71.60600012207031,90.9519999658203
83,3.7137380497796193,1.2824403125,71.43800014648437,90.88200001464844
84,3.8967798948287964,1.24836609375,71.78200009765625,91.15599999267579
85,3.8117938893181935,1.2596334375,71.88600006347656,91.25200017333984
86,3.9488723278045654,1.22986734375,72.25800017089844,91.46800001464844
87,3.7670505387442454,1.22124546875,72.36199996826171,91.43000004394531
88,3.825251579284668,1.199299375,72.53400001708984,91.48800014892578
89,3.860643812588283,1.19397125,72.801999921875,91.58000007324219
90,3.779147114072527,1.20414328125,72.74400001464844,91.69600009277343
91,3.759223989077977,1.191304375,72.82799999023437,91.7520001196289
92,3.7066173212868825,1.16685125,73.24599995605469,91.93600001464844
93,3.715459874698094,1.1712415625,72.98600003417968,91.88200006591796
94,3.826604655810765,1.16880703125,73.4040000390625,91.98200006591797
95,3.775054318564279,1.15899234375,73.8859999584961,92.25399999023438
96,3.782100932938712,1.166160625,73.78200000976562,92.13400014404297
97,3.743901354925973,1.16621484375,73.6680001171875,92.34799999023437
98,3.742660846029009,1.1303665625,73.92599998535157,92.48599998779297
99,3.6611821992056712,1.13907421875,74.32999998291015,92.30999993652344
100,3.7334849323545183,1.13430890625,74.36000008544922,92.46600009277344
101,3.634329523359026,1.1071696875,74.45400001220703,92.61800016845703
102,3.664542010852269,1.114905625,74.62600011230468,92.6480000366211
103,3.5832586458751132,1.0819065625,75.06000008789063,92.80000006591797
104,3.64421922819955,1.0801809375,75.07000005615234,93.16000000976562
105,3.607390114239284,1.0793553125,75.23599990722656,93.0760001171875
106,3.5108348301478793,1.07566765625,75.54999998291015,93.04799990966796
107,3.588543857846941,1.0673165625,75.23600003662109,93.10200000976562
108,3.5450944219316756,1.05819828125,75.74000008544922,93.2359999609375
109,3.506815637860979,1.040446875,75.8360001147461,93.39200006591797
110,3.4770743335996355,1.05782140625,75.7600000415039,93.24000001220703
111,3.5809445721762523,1.0449415625,75.99400006347656,93.38399998779298
112,3.569081289427621,1.04761125,76.47800013427734,93.5019999584961
113,3.497449823788234,1.03080390625,76.34600006347657,93.6019998803711
114,3.4141811473029002,1.0365765625,76.51400006103516,93.5659999609375
115,3.488074677331107,1.02879859375,76.75000016601562,93.72600006347656
116,3.478419746671404,1.00970078125,76.97399990966797,93.84199998535156
117,3.5675860132489885,1.01771640625,76.95800005859375,93.8620000366211
118,3.424144216946193,0.9859259375,77.22600010742188,93.91600014404297
119,3.377763560840062,0.9717196875,77.44999998535157,94.06000008789063
120,3.500486288751875,0.97851296875,77.43200000488281,94.13199998535156
