epoch,train_loss,eval_loss,eval_top1,eval_top5
0,0.7045409509113857,6.9416,0.064,0.418
1,0.058665430905031304,6.89746625,0.3079999999332428,1.2019999998664856
2,0.007796582133908357,6.2966525,1.7179999993896484,5.899999989013672
3,0.007212148014722126,5.116435,8.078000043945313,21.984000035400392
4,0.006597742538100907,4.30874625,16.604000009765624,37.32800003540039
5,0.006309278409129807,3.7494875,24.503999986572264,48.297999992675784
6,0.00587210977183921,3.23308,31.903999926757812,57.66999989746094
7,0.005444032173337681,2.87593875,38.16399994140625,63.99200002685547
8,0.0054282506462186575,2.59584875,43.517999924316406,69.46200001464844
9,0.005179691860186202,2.359841875,47.206000029296874,72.58200003417969
10,0.004889545729383826,2.1719675,50.609999997558596,75.55400000244141
11,0.00470197234036667,2.1567584375,51.69199992919922,76.44600010253906
12,0.004586202425083944,1.98930375,54.606000112304685,78.83600004394532
13,0.004271666053682566,1.8706825,56.328000031738284,80.30800010009766
14,0.004447908040934375,1.806950625,58.472000075683596,81.5399999633789
15,0.0041762767692229575,1.7647315625,58.741999968261716,82.09000006103516
16,0.004471837143812861,1.708065625,60.30200004394531,82.98200011230469
17,0.004270398956058281,1.67571921875,61.048000041503904,83.32200005859374
18,0.004100026030625615,1.65201375,61.26000004150391,83.77400021972656
19,0.0041242205105455855,1.63376078125,61.504000068359375,84.07800001220703
20,0.004059118734273527,1.67590984375,60.91800009765625,83.5019999584961
21,0.0041561292850279385,1.63649734375,61.82800004882812,84.22399995361329
22,0.004249815163867814,1.5946559375,62.68000001220703,84.70800006347656
23,0.0039470667751239875,1.64520578125,61.93799990234375,84.07400013427734
24,0.003988273092545569,1.671076875,61.05600004394531,83.42199993164063
25,0.004096939311628895,1.7034496875,61.12399993652344,83.56399995605469
26,0.004087086118358586,1.60285265625,62.73200006347656,84.75999995605468
27,0.00399751916328179,1.61492046875,62.43800003662109,84.32400010742188
28,0.003949649166315794,1.701069375,60.77399994628906,83.2460001147461
29,0.004051400797574648,1.6202353125,62.64599990722656,84.67000006103515
30,0.004139024115699742,1.6344540625,62.20200006591797,84.12200026855469
31,0.003921386137205575,1.62690984375,62.05000011474609,84.17200008544921
32,0.00411509963617261,1.68366421875,61.46400011474609,83.86600005859376
33,0.003911659786743777,1.67565765625,60.84800007324219,83.32999993408202
34,0.00395727701418634,1.62554953125,62.0080000390625,84.16199998291016
35,0.004033969731868378,1.71603296875,60.70599999267578,83.0460000390625
36,0.004010531336202153,1.6436690625,62.05400001953125,84.18800013916015
37,0.0039575622982478565,1.67731390625,61.35800016845703,83.65600013671875
38,0.0039316649615232435,1.61552953125,62.22400010986328,84.39000005126952
39,0.003873389430477151,1.63947921875,61.81200003662109,84.1440000366211
40,0.004065845494291612,1.653141875,61.8460001147461,83.82200008789063
41,0.004109910373309893,1.714169375,60.308000017089846,83.24199985595703
42,0.003946930452782128,1.94490875,56.48200006103516,79.57000004638672
43,0.0041138056798705035,1.6267740625,61.803999931640625,84.29799997802735
44,0.004048073315061629,1.62808609375,62.09799998291015,84.28800000976563
45,0.0039734537546922055,1.784985625,59.12400004882812,82.1780000390625
46,0.0038987650768831372,1.713120625,60.78800010498047,83.26599994628906
47,0.0040997504090358105,1.88673,57.57800005615234,80.4180000415039
48,0.003935285162047616,1.6685634375,61.34400001220703,83.64799995605469
49,0.004107319034769067,1.7783765625,59.22000000244141,82.05199999023438
50,0.00387493397907487,1.6779953125,61.276,83.92200001464843
51,0.004015801890221026,1.847471875,58.37599998046875,81.37399998779297
52,0.003935897473378905,1.859410625,58.18199997802734,81.15000001708984
53,0.004190738429315388,1.821818125,58.34600005615234,81.56200009277343
54,0.004043174558319151,1.823231875,58.122000075683594,81.2140000390625
55,0.004158310043359441,1.86400625,57.84399987792969,81.45800022460938
56,0.003960915591700801,1.7923175,58.804000024414066,81.96200001220703
57,0.004142970977617162,1.7743928125,59.36600004394531,82.41600017333984
58,0.004029840646710779,1.7658021875,59.30400007080078,82.15200016845704
59,0.004218896684635963,1.88195375,56.881999975585934,80.56000011474609
60,0.0036925061971747448,1.3517940625,67.70000002197266,88.15399987304687
61,0.0035992927150800824,1.34404765625,68.08800004882812,88.23600020751954
62,0.003520481986925006,1.283674375,69.1300000805664,88.94400007568359
63,0.003616590718073504,1.3082865625,68.802000078125,88.65599994384766
64,0.0036838793894276023,1.27181484375,69.44200001953125,89.27800005126953
65,0.003572586092299649,1.29942640625,69.78399999267579,89.41400007324219
66,0.0036129531716661794,1.2370415625,70.27599992431641,89.516
67,0.0032376082381233573,1.2114928125,70.86000002197265,90.03600010009765
68,0.0035054978714989765,1.224236875,70.44400004394531,89.89400004394531
69,0.0034192517466310945,1.23175109375,70.51399994628906,89.67800012451171
70,0.00328368427498,1.19048328125,71.48400014648438,90.30600015136719
71,0.00327613196402256,1.16209390625,71.9240000366211,90.69200007080079
72,0.0030484608806935804,1.16013578125,71.9080000390625,90.63800004394531
73,0.0034537422138133217,1.1457075,72.4540000390625,90.89400011962891
74,0.003460384572723082,1.13635015625,72.41000006835938,90.91400004638672
75,0.0033204310374068363,1.12647875,72.77400001464844,91.23800009521484
76,0.0032639388061527696,1.113355625,72.89800006347656,91.27400009521484
77,0.0032552302914804648,1.1143825,72.92800009033203,91.40200001708985
78,0.003150941720897598,1.0993584375,73.49799998779297,91.53000014892578
79,0.0031130987585389186,1.0650625,74.15800011474609,92.03200009521484
80,0.0032726521603763103,1.0721525,74.11400006591796,91.98600006591796
81,0.00320629304873624,1.0649465625,74.26599995605469,92.1619999633789
82,0.0029540062449606402,1.0372840625,74.79800008789063,92.30600001708984
83,0.003026906833318727,1.0280375,75.05400014160156,92.53800022460938
84,0.0029979831805186613,1.017864375,75.4720000366211,92.63999999267578
85,0.00299135923186051,0.99109765625,75.92600000732422,92.9679999633789
86,0.003011097732399191,0.99155703125,75.93799998291016,92.82800001464844
87,0.003033405419306031,0.970643125,76.38000008789062,93.0640001171875
88,0.0028323159287018435,0.9561534375,76.69000000976563,93.1739999633789
89,0.0030302958163831916,0.9529859375,76.86200008544922,93.20600006591796
90,0.0030514331634289454,0.9512065625,77.03400000976562,93.26600009033203
91,0.002754983675133969,0.9374346875,77.17200000488282,93.41999996337891
92,0.002925087830850056,0.92438484375,77.47400018554687,93.53399991210938
93,0.002743347780779004,0.9260734375,77.55600011230469,93.63999993652344
94,0.0028534684097394347,0.95646546875,77.48199992675781,93.63399998779298
95,0.0028282569421987447,0.91486703125,77.77999995361328,93.66999996337891
96,0.0026793425869462745,0.90815390625,77.85000003173828,93.7900001171875
97,0.002686592417636088,0.909225625,78.00000013427734,93.78399993652344
98,0.002937979913050575,0.90744421875,77.98200003173828,93.79199998779296
99,0.002853604283050767,0.90461453125,78.05800000488281,93.84199993652344
100,0.002864615060389042,0.9053496875,78.0300000830078,93.79799998779296
101,0.002886664870727275,0.9070628125,78.00999995361327,93.78799993652343
102,0.002906581253877708,0.91363046875,77.93799995361329,93.71799998779296
103,0.0030246374164042728,0.90368484375,78.14200010986328,93.83399998779296
104,0.0028219220860462102,0.906053125,78.03600005615235,93.78400006591797
105,0.002867467302296843,0.90486140625,78.06800013427734,93.80799998779297
106,0.002776414771298213,0.90622484375,78.1760000830078,93.84400001464844
107,0.0027404509518029435,0.90221796875,78.09400000488282,93.82399998779297
108,0.002886704235736813,0.90330140625,78.10999998046876,93.80999993652344
109,0.0028225835911663516,0.9019365625,78.07000000488281,93.81399993652344
